190,3:10,2806000,93,4167000,588000,282
191,3:11,2815000,94,4169000,590000,282
192,3:12,2825000,94,4171000,591000,282
193,3:13,2835000,94,4172000,590000,282
194,3:14,2845000,95,4174000,588000,282
195,3:15,2855000,95,4177000,590000,282
196,3:16,2864000,95,4179000,588000,282
197,3:17,2874000,96,4181000,589000,282
198,3:18,2884000,96,4184000,590000,281
199,3:19,2894000,96,4186000,587000,281
200,3:20,2904000,97,4188000,587000,282
201,3:21,2913000,97,4189000,579000,281
202,3:22,2923000,97,4190000,563000,281
203,3:23,2932000,98,4191000,546000,280
204,3:24,2941000,98,4191000,531000,280
205,3:25,2950000,98,4191000,515000,279
206,3:26,2958000,99,4191000,501000,279
207,3:27,2966000,99,4191000,487000,278
208,3:28,2974000,99,4192000,473000,278
209,3:29,2982000,100,4192000,460000,278
